household_id,camp_name,family_size,head_gender,head_age_group,food_insecurity_score,shelter_damage_score,chronic_disease_present,vulnerability_index
HH_08303,Camp Gamma,8,Female,18-25,0.2,0.61,0,0.34
HH_08304,Camp Beta,7,Male,26-35,0.58,0.95,0,0.59
HH_08305,Camp Beta,8,Female,26-35,0.25,0.87,0,0.44
HH_08306,Camp Alpha,4,Female,36-50,0.94,0.25,1,0.69
HH_08307,Camp Gamma,7,Female,65+,0.21,0.68,1,0.56
HH_08308,Camp Beta,1,Male,51-65,0.1,0.82,0,0.3
HH_08309,Camp Alpha,6,Female,26-35,0.63,0.06,1,0.53
HH_08310,Camp Gamma,5,Female,26-35,0.71,0.58,1,0.71
HH_08311,Camp Alpha,5,Female,36-50,0.7,0.37,0,0.44
HH_08312,Camp Alpha,9,Other,65+,0.73,0.47,0,0.52
HH_08313,Camp Beta,5,Male,26-35,0.33,0.79,1,0.62
HH_08314,Camp Gamma,3,Female,18-25,0.16,0.82,1,0.54
HH_08315,Camp Beta,3,Female,36-50,0.09,0.97,0,0.36
HH_08316,Camp Gamma,6,Female,65+,0.33,0.28,0,0.28
HH_08317,Camp Alpha,7,Male,26-35,0.66,0.19,0,0.39
HH_08318,Camp Alpha,9,Male,36-50,0.78,0.29,1,0.69
HH_08319,Camp Alpha,9,Female,51-65,0.53,0.07,0,0.32
HH_08320,Camp Alpha,1,Female,65+,0.44,0.13,1,0.43
HH_08321,Camp Gamma,2,Female,65+,0.49,0.34,1,0.52
HH_08322,Camp Beta,2,Female,26-35,0.64,0.95,0,0.56
HH_08323,Camp Beta,2,Male,26-35,0.54,0.74,0,0.46
HH_08324,Camp Beta,3,Female,18-25,0.61,0.46,0,0.41
HH_08325,Camp Beta,7,Female,51-65,0.32,0.26,0,0.28
HH_08326,Camp Beta,3,Female,51-65,0.35,0.76,0,0.4
HH_08327,Camp Gamma,4,Male,26-35,0.21,0.13,1,0.36
HH_08328,Camp Beta,7,Female,65+,0.35,0.88,1,0.67
HH_08329,Camp Beta,10,Female,18-25,0.17,0.84,0,0.42
HH_08330,Camp Gamma,10,Male,26-35,0.22,0.18,0,0.24
HH_08331,Camp Beta,1,Female,26-35,0.51,0.57,0,0.39
HH_08332,Camp Gamma,10,Male,26-35,0.51,0.42,1,0.63
HH_08333,Camp Beta,3,Female,26-35,0.31,0.85,0,0.41
HH_08334,Camp Alpha,2,Female,26-35,0.51,0.22,0,0.29
HH_08335,Camp Alpha,7,Male,26-35,0.51,0.43,1,0.6
HH_08336,Camp Alpha,9,Male,51-65,0.27,0.39,0,0.32
HH_08337,Camp Gamma,6,Male,18-25,0.34,0.24,0,0.27
HH_08338,Camp Gamma,5,Female,36-50,0.25,0.58,1,0.52
HH_08339,Camp Alpha,1,Male,18-25,0.91,0.1,0,0.4
HH_08340,Camp Gamma,3,Female,26-35,0.39,0.3,0,0.28
HH_08341,Camp Beta,1,Female,26-35,0.35,0.73,0,0.37
HH_08342,Camp Beta,1,Female,26-35,0.81,0.77,1,0.77
HH_08343,Camp Beta,4,Other,51-65,0.25,0.69,0,0.35
HH_08344,Camp Gamma,6,Male,26-35,0.46,0.45,0,0.38
HH_08345,Camp Gamma,1,Female,36-50,0.36,0.42,0,0.28
HH_08346,Camp Beta,10,Female,18-25,0.25,0.96,0,0.49
HH_08347,Camp Alpha,9,Female,26-35,0.63,0.09,1,0.57
HH_08348,Camp Alpha,3,Male,26-35,0.83,0.36,1,0.67
HH_08349,Camp Gamma,4,Female,26-35,0.53,0.62,0,0.44
HH_08350,Camp Alpha,9,Female,26-35,0.55,0.23,1,0.58
HH_08351,Camp Beta,9,Female,18-25,0.25,0.85,1,0.64
HH_08352,Camp Gamma,10,Female,26-35,0.31,0.08,1,0.45
HH_08353,Camp Gamma,10,Male,26-35,0.5,0.57,0,0.47
HH_08354,Camp Alpha,5,Male,36-50,0.78,0.39,1,0.68
HH_08355,Camp Beta,4,Female,26-35,0.18,0.53,0,0.27
HH_08356,Camp Gamma,9,Male,36-50,0.63,0.3,1,0.63
HH_08357,Camp Gamma,8,Female,36-50,0.44,0.75,0,0.48
HH_08358,Camp Gamma,10,Other,65+,0.18,0.58,0,0.35
HH_08359,Camp Gamma,8,Male,36-50,0.81,0.66,0,0.6
HH_08360,Camp Beta,7,Female,18-25,0.13,0.74,0,0.34
HH_08361,Camp Gamma,3,Female,51-65,0.36,0.42,0,0.3
HH_08362,Camp Beta,3,Female,36-50,0.46,0.73,0,0.43
HH_08363,Camp Beta,1,Female,36-50,0.27,0.74,0,0.34
HH_08364,Camp Gamma,10,Male,26-35,0.37,0.68,0,0.45
HH_08365,Camp Alpha,9,Male,51-65,0.59,0.22,0,0.39
HH_08366,Camp Beta,6,Male,26-35,0.34,0.66,0,0.39
HH_08367,Camp Alpha,8,Male,36-50,0.72,0.33,0,0.47
HH_08368,Camp Beta,8,Female,36-50,0.59,0.48,0,0.46
HH_08369,Camp Beta,3,Male,26-35,0.61,0.88,0,0.54
HH_08370,Camp Beta,2,Male,18-25,0.35,0.48,1,0.5
HH_08371,Camp Alpha,10,Female,18-25,0.69,0.55,0,0.54
HH_08372,Camp Gamma,10,Male,26-35,0.45,0.43,0,0.41
HH_08373,Camp Alpha,9,Male,65+,0.81,0.19,0,0.47
HH_08374,Camp Gamma,9,Female,26-35,0.31,0.57,0,0.39
HH_08375,Camp Alpha,10,Female,65+,0.74,0.19,0,0.45
HH_08376,Camp Beta,3,Female,18-25,0.21,0.5,0,0.26
HH_08377,Camp Alpha,4,Female,18-25,0.84,0.47,0,0.52
HH_08378,Camp Alpha,6,Male,36-50,0.82,0.25,0,0.46
HH_08379,Camp Gamma,3,Male,26-35,0.41,0.53,0,0.35
HH_08380,Camp Alpha,4,Female,51-65,0.81,0.08,0,0.39
HH_08381,Camp Gamma,5,Female,51-65,0.53,0.75,1,0.69
HH_08382,Camp Beta,7,Female,36-50,0.52,0.73,1,0.7
HH_08383,Camp Beta,8,Male,18-25,0.28,0.35,0,0.3
HH_08384,Camp Gamma,1,Female,26-35,0.25,0.37,1,0.42
HH_08385,Camp Alpha,10,Female,36-50,0.5,0.12,0,0.34
HH_08386,Camp Gamma,3,Male,36-50,0.26,0.5,0,0.28
HH_08387,Camp Alpha,3,Female,26-35,0.76,0.06,0,0.35
HH_08388,Camp Alpha,2,Male,65+,0.7,0.28,0,0.38
HH_08389,Camp Gamma,8,Male,26-35,0.18,0.35,0,0.26
HH_08390,Camp Beta,9,Female,18-25,0.58,0.69,1,0.73
HH_08391,Camp Beta,5,Female,26-35,0.44,0.67,1,0.63
HH_08392,Camp Beta,9,Female,18-25,0.83,0.66,0,0.62
HH_08393,Camp Beta,6,Female,51-65,0.53,0.95,0,0.56
HH_08394,Camp Beta,9,Male,51-65,0.12,0.63,0,0.33
HH_08395,Camp Beta,10,Female,18-25,0.15,0.56,1,0.53
HH_08396,Camp Beta,8,Male,26-35,0.64,0.89,0,0.6
HH_08397,Camp Gamma,7,Male,18-25,0.74,0.6,0,0.55
HH_08398,Camp Beta,7,Female,26-35,0.25,0.84,0,0.42
HH_08399,Camp Gamma,10,Female,65+,0.19,0.76,0,0.4
HH_08400,Camp Alpha,3,Female,18-25,0.91,0.24,0,0.47
HH_08401,Camp Alpha,2,Female,18-25,0.85,0.02,1,0.57
HH_08402,Camp Alpha,2,Male,51-65,0.89,0.11,0,0.41
HH_08403,Camp Alpha,3,Male,36-50,0.8,0.16,0,0.4
HH_08404,Camp Gamma,3,Female,36-50,0.3,0.49,0,0.3
HH_08405,Camp Gamma,3,Female,36-50,0.34,0.51,0,0.32
HH_08406,Camp Alpha,6,Male,65+,0.75,0.37,1,0.67
HH_08407,Camp Beta,4,Male,36-50,0.45,0.91,0,0.49
HH_08408,Camp Gamma,6,Female,36-50,0.6,0.32,0,0.4
HH_08409,Camp Alpha,2,Male,26-35,0.81,0.28,1,0.63
HH_08410,Camp Gamma,1,Female,36-50,0.31,0.47,1,0.48
HH_08411,Camp Beta,7,Male,36-50,0.17,0.73,0,0.36
HH_08412,Camp Alpha,10,Male,36-50,0.63,0.54,0,0.51
HH_08413,Camp Beta,4,Male,18-25,0.42,0.79,0,0.45
HH_08414,Camp Beta,7,Female,26-35,0.53,0.95,1,0.77
HH_08415,Camp Gamma,4,Female,36-50,0.62,0.26,0,0.37
HH_08416,Camp Gamma,3,Female,18-25,0.27,0.5,0,0.29
HH_08417,Camp Alpha,4,Female,36-50,0.82,0.12,0,0.4
HH_08418,Camp Alpha,3,Male,36-50,0.58,0.3,0,0.35
HH_08419,Camp Alpha,8,Female,26-35,0.82,0.23,0,0.48
HH_08420,Camp Beta,9,Female,36-50,0.2,0.81,0,0.41
HH_08421,Camp Gamma,6,Male,65+,0.43,0.89,1,0.7
HH_08422,Camp Alpha,10,Female,26-35,0.9,0.19,0,0.52
HH_08423,Camp Beta,3,Male,36-50,0.28,0.94,1,0.62
HH_08424,Camp Gamma,10,Male,26-35,0.1,0.52,1,0.5
HH_08425,Camp Alpha,4,Male,26-35,0.53,0.1,0,0.28
HH_08426,Camp Alpha,4,Male,36-50,0.64,0.55,0,0.46
HH_08427,Camp Alpha,10,Female,26-35,0.8,0.2,0,0.48
HH_08428,Camp Alpha,8,Male,36-50,0.79,0.19,0,0.45
HH_08429,Camp Alpha,10,Female,26-35,0.8,0.27,0,0.5
HH_08430,Camp Gamma,10,Female,51-65,0.37,0.42,0,0.37
HH_08431,Camp Alpha,1,Other,26-35,0.76,0.07,0,0.34
HH_08432,Camp Beta,2,Other,18-25,0.23,0.43,0,0.24
HH_08433,Camp Beta,2,Female,36-50,0.22,0.83,0,0.36
HH_08434,Camp Gamma,2,Female,26-35,0.25,0.64,0,0.31
HH_08435,Camp Gamma,4,Other,36-50,0.5,0.66,0,0.44
HH_08436,Camp Alpha,3,Male,65+,0.71,0.23,0,0.38
HH_08437,Camp Gamma,1,Male,36-50,0.38,0.55,0,0.33
HH_08438,Camp Alpha,8,Female,36-50,0.75,0.43,0,0.51
HH_08439,Camp Gamma,8,Female,26-35,0.59,0.41,0,0.44
HH_08440,Camp Beta,5,Female,26-35,0.45,0.72,0,0.45
HH_08441,Camp Alpha,8,Male,36-50,0.54,0.48,0,0.44
HH_08442,Camp Beta,5,Male,26-35,0.58,0.91,0,0.56
HH_08443,Camp Alpha,10,Female,26-35,0.32,0.33,0,0.33
HH_08444,Camp Gamma,8,Male,51-65,0.41,0.61,0,0.43
HH_08445,Camp Gamma,2,Female,26-35,0.04,0.49,1,0.38
HH_08446,Camp Beta,2,Other,51-65,0.36,0.81,0,0.41
HH_08447,Camp Alpha,3,Female,51-65,0.84,0.16,1,0.61
HH_08448,Camp Gamma,7,Male,26-35,0.15,0.47,0,0.27
HH_08449,Camp Alpha,5,Female,51-65,0.91,0.49,0,0.56
HH_08450,Camp Alpha,4,Female,36-50,0.86,0.03,0,0.39
HH_08451,Camp Gamma,9,Male,51-65,0.59,0.36,0,0.43
HH_08452,Camp Alpha,10,Female,36-50,0.93,0.5,0,0.62
HH_08453,Camp Beta,3,Female,26-35,0.31,0.9,0,0.42
HH_08454,Camp Alpha,9,Male,26-35,0.85,0.13,0,0.47
HH_08455,Camp Beta,10,Female,36-50,0.28,0.59,0,0.39
HH_08456,Camp Gamma,6,Female,26-35,0.44,0.27,0,0.32
HH_08457,Camp Alpha,6,Female,36-50,0.71,0.47,0,0.48
HH_08458,Camp Alpha,8,Male,26-35,0.78,0.26,0,0.47
HH_08459,Camp Gamma,2,Other,51-65,0.28,0.63,0,0.32
HH_08460,Camp Gamma,9,Female,51-65,0.37,0.33,0,0.34
HH_08461,Camp Beta,1,Female,36-50,0.29,0.87,1,0.59
HH_08462,Camp Beta,6,Female,51-65,0.63,0.8,0,0.55
HH_08463,Camp Alpha,9,Male,18-25,0.87,0.17,0,0.49
HH_08464,Camp Gamma,9,Female,26-35,0.59,0.16,1,0.57
HH_08465,Camp Gamma,8,Female,51-65,0.56,0.76,0,0.53
HH_08466,Camp Beta,2,Male,36-50,0.43,0.61,0,0.38
HH_08467,Camp Alpha,7,Female,51-65,0.95,0.51,0,0.6
HH_08468,Camp Beta,1,Male,36-50,0.41,0.89,1,0.64
HH_08469,Camp Alpha,3,Female,36-50,0.83,0.23,0,0.43
HH_08470,Camp Alpha,7,Female,26-35,0.86,0.06,0,0.43
HH_08471,Camp Alpha,3,Male,51-65,0.74,0.52,0,0.48
HH_08472,Camp Alpha,8,Male,51-65,0.94,0.7,0,0.67
HH_08473,Camp Gamma,4,Female,26-35,0.5,0.65,0,0.44
HH_08474,Camp Beta,7,Male,36-50,0.29,0.62,0,0.37
HH_08475,Camp Beta,8,Female,26-35,0.21,0.94,0,0.45
HH_08476,Camp Beta,9,Female,36-50,0.36,0.8,0,0.47
HH_08477,Camp Gamma,10,Female,51-65,0.58,0.66,1,0.73
HH_08478,Camp Alpha,3,Male,18-25,0.96,0.21,0,0.48
HH_08479,Camp Alpha,4,Male,36-50,0.59,0.21,0,0.34
HH_08480,Camp Gamma,8,Male,26-35,0.41,0.41,1,0.57
HH_08481,Camp Beta,5,Female,26-35,0.22,0.65,1,0.53
HH_08482,Camp Beta,5,Other,18-25,0.14,0.92,0,0.38
HH_08483,Camp Beta,10,Male,36-50,0.6,0.84,0,0.59
HH_08484,Camp Beta,2,Male,26-35,0.9,0.96,0,0.67
HH_08485,Camp Alpha,6,Male,26-35,0.49,0.2,0,0.32
HH_08486,Camp Gamma,5,Female,26-35,0.75,0.63,0,0.54
HH_08487,Camp Beta,9,Female,26-35,0.6,0.83,0,0.58
HH_08488,Camp Alpha,8,Female,18-25,0.87,0.35,0,0.53
HH_08489,Camp Alpha,2,Female,26-35,0.91,0.22,0,0.45
HH_08490,Camp Alpha,2,Other,18-25,0.68,0.25,0,0.37
HH_08491,Camp Alpha,2,Male,26-35,0.55,0.23,1,0.51
HH_08492,Camp Alpha,8,Female,18-25,0.7,0.39,0,0.48
HH_08493,Camp Alpha,2,Male,26-35,0.84,0.4,0,0.48
HH_08494,Camp Beta,10,Female,36-50,0.38,0.64,0,0.44
HH_08495,Camp Gamma,4,Female,36-50,0.26,0.75,0,0.37
HH_08496,Camp Alpha,7,Female,36-50,0.5,0.09,0,0.3
HH_08497,Camp Alpha,8,Male,26-35,0.86,0.35,0,0.53
HH_08498,Camp Beta,10,Female,18-25,0.24,0.6,0,0.38
HH_08499,Camp Gamma,8,Female,51-65,0.3,0.54,0,0.36
HH_08500,Camp Alpha,2,Female,18-25,0.47,0.48,1,0.55
HH_08501,Camp Beta,6,Male,18-25,0.54,0.79,0,0.51
HH_08502,Camp Beta,5,Male,18-25,0.38,0.62,0,0.39
HH_08503,Camp Beta,7,Male,18-25,0.6,0.76,0,0.54
HH_08504,Camp Beta,8,Female,26-35,0.64,0.95,0,0.62
HH_08505,Camp Alpha,7,Male,18-25,0.41,0.34,0,0.34
HH_08506,Camp Alpha,10,Female,26-35,0.71,0.72,0,0.6
HH_08507,Camp Alpha,8,Female,36-50,0.83,0.28,0,0.5
HH_08508,Camp Alpha,10,Female,18-25,0.57,0.1,0,0.36
HH_08509,Camp Gamma,7,Male,26-35,0.24,0.5,1,0.52
HH_08510,Camp Alpha,7,Female,36-50,0.91,0.66,0,0.63
HH_08511,Camp Alpha,9,Female,36-50,0.54,0.43,0,0.44
HH_08512,Camp Gamma,4,Female,65+,0.29,0.88,0,0.42
HH_08513,Camp Alpha,5,Female,18-25,0.48,0.38,0,0.36
HH_08514,Camp Beta,5,Female,36-50,0.54,0.66,0,0.46
HH_08515,Camp Gamma,10,Female,36-50,0.09,0.23,0,0.21
HH_08516,Camp Beta,6,Female,26-35,0.7,0.9,0,0.61
HH_08517,Camp Gamma,4,Female,26-35,0.53,0.31,0,0.35
HH_08518,Camp Alpha,4,Female,26-35,0.84,0.13,0,0.42
HH_08519,Camp Beta,4,Male,36-50,0.37,0.86,1,0.65
HH_08520,Camp Alpha,9,Male,36-50,0.67,0.2,0,0.42
HH_08521,Camp Alpha,6,Male,26-35,0.69,0.2,0,0.4
HH_08522,Camp Beta,10,Male,18-25,0.22,0.85,0,0.44
HH_08523,Camp Alpha,9,Female,18-25,0.64,0.46,0,0.48
HH_08524,Camp Beta,5,Female,36-50,0.28,0.67,0,0.36
HH_08525,Camp Beta,5,Female,26-35,0.26,0.98,0,0.45
HH_08526,Camp Beta,4,Female,36-50,0.46,0.9,0,0.49
HH_08527,Camp Gamma,7,Male,36-50,0.35,0.59,0,0.39
HH_08528,Camp Gamma,3,Male,36-50,0.55,0.63,0,0.44
HH_08529,Camp Alpha,7,Other,36-50,0.64,0.15,0,0.37
HH_08530,Camp Alpha,10,Male,18-25,0.88,0.48,0,0.6
HH_08531,Camp Gamma,5,Female,51-65,0.75,0.58,0,0.52
HH_08532,Camp Beta,7,Female,26-35,0.35,0.76,0,0.44
HH_08533,Camp Alpha,10,Male,26-35,0.65,0.48,0,0.5
HH_08534,Camp Gamma,5,Female,26-35,0.82,0.39,0,0.49
HH_08535,Camp Gamma,10,Other,18-25,0.73,0.49,0,0.54
HH_08536,Camp Beta,8,Female,26-35,0.6,0.93,1,0.8
HH_08537,Camp Gamma,4,Female,51-65,0.53,0.46,0,0.39
HH_08538,Camp Gamma,10,Female,26-35,0.52,0.5,0,0.46
HH_08539,Camp Alpha,3,Female,51-65,0.63,0.16,0,0.33
HH_08540,Camp Gamma,3,Male,36-50,0.25,0.48,0,0.27
HH_08541,Camp Gamma,9,Male,26-35,0.47,0.56,1,0.65
HH_08542,Camp Alpha,6,Female,36-50,0.44,0.29,0,0.32
HH_08543,Camp Beta,3,Female,36-50,0.58,0.65,0,0.46
HH_08544,Camp Alpha,5,Female,36-50,0.47,0.05,0,0.25
HH_08545,Camp Gamma,8,Male,26-35,0.9,0.45,1,0.78
HH_08546,Camp Gamma,10,Female,36-50,0.2,0.76,0,0.41
HH_08547,Camp Gamma,9,Male,26-35,0.49,0.39,0,0.4
HH_08548,Camp Alpha,10,Male,26-35,0.6,0.41,0,0.46
HH_08549,Camp Beta,4,Male,26-35,0.28,0.76,0,0.38
HH_08550,Camp Alpha,10,Female,26-35,0.84,0.33,1,0.73
HH_08551,Camp Alpha,3,Male,18-25,0.58,0.29,0,0.35
HH_08552,Camp Beta,4,Male,18-25,0.6,0.71,1,0.69
HH_08553,Camp Gamma,5,Female,51-65,0.38,0.66,1,0.6
HH_08554,Camp Alpha,1,Female,36-50,0.64,0.24,0,0.34
HH_08555,Camp Alpha,6,Male,36-50,0.76,0.24,0,0.44
HH_08556,Camp Gamma,10,Other,36-50,0.44,0.22,0,0.34
HH_08557,Camp Beta,5,Male,36-50,0.22,0.77,1,0.57
HH_08558,Camp Beta,1,Male,26-35,0.61,0.49,1,0.6
HH_08559,Camp Alpha,3,Female,36-50,0.63,0.1,1,0.51
HH_08560,Camp Alpha,10,Male,26-35,0.85,0.04,0,0.45
HH_08561,Camp Gamma,10,Female,36-50,0.28,0.27,0,0.29
HH_08562,Camp Gamma,10,Female,36-50,0.59,0.2,0,0.4
HH_08563,Camp Gamma,9,Other,51-65,0.52,0.47,0,0.44
HH_08564,Camp Alpha,7,Male,26-35,0.69,0.17,1,0.6
HH_08565,Camp Alpha,5,Female,26-35,0.75,0.42,0,0.48
HH_08566,Camp Alpha,1,Male,51-65,0.66,0.22,0,0.34
HH_08567,Camp Gamma,5,Female,26-35,0.54,0.59,1,0.64
HH_08568,Camp Gamma,4,Female,65+,0.02,0.16,0,0.1
HH_08569,Camp Alpha,8,Male,26-35,0.9,0.19,0,0.5
HH_08570,Camp Alpha,4,Male,26-35,0.57,0.35,0,0.37
HH_08571,Camp Alpha,3,Male,26-35,0.81,0.24,0,0.43
HH_08572,Camp Alpha,6,Male,26-35,0.78,0.12,0,0.41
HH_08573,Camp Alpha,8,Male,65+,0.8,0.59,0,0.58
HH_08574,Camp Gamma,10,Other,36-50,0.51,0.29,1,0.59
HH_08575,Camp Alpha,5,Male,26-35,0.61,0.1,1,0.52
HH_08576,Camp Gamma,4,Male,26-35,0.69,0.22,1,0.58
HH_08577,Camp Gamma,5,Female,36-50,0.36,0.65,0,0.39
HH_08578,Camp Alpha,7,Female,26-35,0.75,0.06,0,0.39
HH_08579,Camp Beta,6,Female,18-25,0.24,0.88,0,0.42
HH_08580,Camp Beta,6,Female,36-50,0.57,0.74,0,0.51
HH_08581,Camp Alpha,5,Female,51-65,0.31,0.2,0,0.23
HH_08582,Camp Alpha,3,Other,36-50,0.65,0.13,0,0.33
HH_08583,Camp Gamma,6,Female,36-50,0.54,0.48,1,0.62
HH_08584,Camp Alpha,1,Male,18-25,0.77,0.12,0,0.35
HH_08585,Camp Beta,10,Male,36-50,0.68,0.73,0,0.59
HH_08586,Camp Gamma,5,Male,36-50,0.3,0.14,0,0.21
HH_08587,Camp Gamma,8,Female,26-35,0.41,0.77,1,0.68
HH_08588,Camp Beta,1,Male,18-25,0.42,0.92,1,0.65
HH_08589,Camp Beta,5,Female,36-50,0.86,0.63,0,0.58
HH_08590,Camp Gamma,3,Male,65+,0.48,0.7,0,0.43
HH_08591,Camp Gamma,5,Male,18-25,0.18,0.44,0,0.25
HH_08592,Camp Gamma,1,Male,26-35,0.3,0.54,0,0.29
HH_08593,Camp Beta,8,Male,65+,0.48,0.96,0,0.56
HH_08594,Camp Alpha,9,Female,65+,0.44,0.18,0,0.32
HH_08595,Camp Beta,2,Male,36-50,0.36,0.81,1,0.61
HH_08596,Camp Alpha,7,Male,36-50,0.69,0.41,0,0.47
HH_08597,Camp Alpha,3,Female,36-50,0.66,0.51,0,0.45
HH_08598,Camp Gamma,3,Female,18-25,0.17,0.21,0,0.16
HH_08599,Camp Gamma,5,Female,26-35,0.26,0.67,0,0.36
HH_08600,Camp Alpha,4,Female,51-65,0.84,0.16,0,0.42
HH_08601,Camp Gamma,10,Female,51-65,0.24,0.55,0,0.36
HH_08602,Camp Alpha,8,Female,51-65,0.79,0.2,0,0.46
HH_08603,Camp Alpha,3,Other,26-35,0.64,0.14,0,0.33
HH_08604,Camp Alpha,7,Female,18-25,0.9,0.35,0,0.54
HH_08605,Camp Beta,9,Male,26-35,0.26,0.86,0,0.45
HH_08606,Camp Gamma,10,Male,51-65,0.34,0.34,0,0.34
HH_08607,Camp Gamma,10,Male,26-35,0.49,0.48,0,0.44
HH_08608,Camp Gamma,4,Male,26-35,0.37,0.59,0,0.36
HH_08609,Camp Beta,5,Female,65+,0.45,0.78,1,0.66
HH_08610,Camp Alpha,10,Other,26-35,0.48,0.45,0,0.43
HH_08611,Camp Beta,1,Male,65+,0.14,0.6,0,0.25
HH_08612,Camp Beta,4,Male,51-65,0.56,0.9,1,0.73
HH_08613,Camp Gamma,9,Female,26-35,0.46,0.57,0,0.45
HH_08614,Camp Gamma,9,Other,36-50,0.36,0.41,0,0.36
HH_08615,Camp Alpha,3,Female,26-35,0.61,0.11,0,0.31
HH_08616,Camp Beta,1,Male,36-50,0.19,0.79,0,0.32
HH_08617,Camp Gamma,8,Male,36-50,0.69,0.67,1,0.76
HH_08618,Camp Gamma,8,Female,26-35,0.68,0.52,0,0.51
HH_08619,Camp Beta,10,Female,51-65,0.38,0.7,0,0.46
HH_08620,Camp Alpha,4,Female,36-50,0.91,0.2,0,0.46
HH_08621,Camp Gamma,4,Male,26-35,0.37,0.53,1,0.55
HH_08622,Camp Gamma,1,Female,18-25,0.38,0.42,1,0.49
HH_08623,Camp Alpha,2,Female,18-25,0.66,0.1,0,0.31
HH_08624,Camp Beta,10,Male,65+,0.69,0.52,0,0.53
HH_08625,Camp Alpha,6,Female,36-50,0.4,0.45,0,0.36
HH_08626,Camp Gamma,6,Male,26-35,0.57,0.49,0,0.43
HH_08627,Camp Alpha,2,Female,51-65,0.83,0.48,0,0.5
HH_08628,Camp Gamma,2,Female,36-50,0.53,0.44,0,0.36
HH_08629,Camp Beta,5,Male,36-50,0.35,0.79,0,0.43
HH_08630,Camp Beta,6,Male,26-35,0.67,0.75,0,0.55
HH_08631,Camp Gamma,8,Female,18-25,0.55,0.45,0,0.44
HH_08632,Camp Beta,3,Female,36-50,0.26,0.85,0,0.39
HH_08633,Camp Gamma,5,Female,51-65,0.53,0.43,0,0.39
HH_08634,Camp Gamma,3,Female,26-35,0.4,0.5,0,0.34
HH_08635,Camp Alpha,9,Female,36-50,0.52,0.36,0,0.41
HH_08636,Camp Beta,1,Female,65+,0.55,0.91,0,0.5
HH_08637,Camp Alpha,6,Female,26-35,0.62,0.18,0,0.36
HH_08638,Camp Gamma,9,Male,36-50,0.53,0.38,1,0.62
HH_08639,Camp Beta,1,Female,36-50,0.32,0.74,0,0.36
HH_08640,Camp Gamma,6,Female,26-35,0.5,0.46,0,0.4
HH_08641,Camp Beta,6,Female,51-65,0.27,0.65,1,0.56
HH_08642,Camp Alpha,8,Male,26-35,0.81,0.25,1,0.68
HH_08643,Camp Beta,6,Female,18-25,0.51,0.49,0,0.41
HH_08644,Camp Alpha,5,Female,18-25,0.89,0.48,0,0.55
HH_08645,Camp Gamma,6,Female,51-65,0.08,0.63,0,0.28
HH_08646,Camp Gamma,5,Other,51-65,0.74,0.49,0,0.49
HH_08647,Camp Gamma,7,Male,18-25,0.8,0.74,1,0.81
HH_08648,Camp Alpha,5,Female,26-35,0.61,0.19,0,0.35
HH_08649,Camp Beta,9,Female,36-50,0.54,0.8,0,0.55
HH_08650,Camp Beta,3,Female,36-50,0.49,0.95,0,0.51
HH_08651,Camp Beta,6,Male,36-50,0.51,0.78,1,0.7
HH_08652,Camp Gamma,10,Male,26-35,0.4,0.85,0,0.52
HH_08653,Camp Gamma,8,Male,26-35,0.57,0.81,0,0.55
HH_08654,Camp Beta,4,Female,26-35,0.17,0.93,1,0.59
HH_08655,Camp Beta,2,Female,36-50,0.47,0.67,0,0.41
HH_08656,Camp Alpha,3,Male,26-35,0.76,0.45,0,0.47
HH_08657,Camp Beta,5,Male,26-35,0.27,0.97,0,0.45
HH_08658,Camp Gamma,10,Female,36-50,0.11,0.31,1,0.44
HH_08659,Camp Beta,8,Female,51-65,0.81,0.86,0,0.66
HH_08660,Camp Beta,6,Female,51-65,0.37,0.85,0,0.46
HH_08661,Camp Alpha,4,Male,51-65,0.89,0.02,0,0.4
HH_08662,Camp Beta,7,Female,65+,0.5,0.57,0,0.44
HH_08663,Camp Alpha,1,Male,26-35,0.46,0.04,0,0.21
HH_08664,Camp Beta,1,Other,26-35,0.56,0.78,0,0.47
HH_08665,Camp Beta,8,Female,26-35,0.63,0.89,0,0.6
HH_08666,Camp Beta,6,Female,36-50,0.48,0.74,0,0.47
HH_08667,Camp Gamma,9,Female,51-65,0.53,0.62,1,0.69
HH_08668,Camp Gamma,4,Male,36-50,0.54,0.73,1,0.68
HH_08669,Camp Beta,1,Male,26-35,0.35,0.49,0,0.3
HH_08670,Camp Gamma,9,Male,36-50,0.47,0.41,1,0.6
HH_08671,Camp Alpha,9,Female,26-35,0.39,0.45,0,0.38
HH_08672,Camp Gamma,1,Female,51-65,0.4,0.3,0,0.26
HH_08673,Camp Beta,3,Male,26-35,0.45,0.8,1,0.65
HH_08674,Camp Alpha,8,Female,26-35,0.74,0.43,0,0.51
HH_08675,Camp Beta,5,Female,26-35,0.19,0.66,0,0.32
HH_08676,Camp Gamma,2,Female,18-25,0.26,0.59,0,0.3
HH_08677,Camp Gamma,4,Male,26-35,0.22,0.36,0,0.24
HH_08678,Camp Beta,8,Other,36-50,0.61,0.76,0,0.55
HH_08679,Camp Gamma,10,Female,26-35,0.31,0.18,0,0.28
HH_08680,Camp Beta,3,Female,36-50,0.49,0.76,0,0.45
HH_08681,Camp Alpha,8,Female,26-35,0.86,0.42,0,0.55
HH_08682,Camp Beta,6,Male,36-50,0.24,0.95,0,0.44
